Kanji,Onyomi,Kunyomi,English,JLPT Level,Category,kanji_to_english,english_to_kanji,kanji_to_pronunciation,pronunciation_to_kanji,english_to_pronunciation,pronunciation_to_english
答案,,とうあん,"examination paper,examination script",N3,Vocabulary,,,,,not studied,not studied
同一,,どういつ,"identity,sameness,similarity",N3,Vocabulary,,,,,not studied,not studied
,,どうか,copper coin,N3,Vocabulary,,,,,not studied,not studied
当時,,とうじ,"at that time,in those days",N3,Vocabulary,,,,,not studied,not studied
動詞,,どうし,verb,N3,Vocabulary,,,,,not studied,not studied
同時,,どうじ,"simultaneous(ly),concurrent,same time,synchronous",N3,Vocabulary,,,,,not studied,not studied
,,どうしても,"by all means,at any cost,no matter what",N3,Vocabulary,,,,,not studied,not studied
到着,,とうちゃく,arrival,N3,Vocabulary,,,,,not studied,not studied
道徳,,どうとく,morals,N3,Vocabulary,,,,,not studied,not studied
投票,,とうひょう,"voting,poll",N3,Vocabulary,,,,,not studied,not studied
同様,,どうよう,"identical,equal to,same (kind),like",N3,Vocabulary,,,,,not studied,not studied
同僚,,どうりょう,"coworker,colleague,associate",N3,Vocabulary,,,,,not studied,not studied
道路,,どうろ,"road,highway",N3,Vocabulary,,,,,not studied,not studied
十,,とお,"10,ten",N3,Vocabulary,,,,,not studied,not studied
通す,,とおす,"to let pass,to overlook,to continue",N3,Vocabulary,,,,,not studied,not studied
通り,,とおり,"in accordance with ~,following ~,~ Street,~ Avenue",N3,Vocabulary,,,,,not studied,not studied
通り過ぎる,,とおりすぎる,"to pass,to pass through",N3,Vocabulary,,,,,not studied,not studied
都会,,とかい,city,N3,Vocabulary,,,,,not studied,not studied
時,,とき,"(1) time,hour,(2) occasion,moment",N3,Vocabulary,,,,,not studied,not studied
解く,,とく,to unfasten,N3,Vocabulary,,,,,not studied,not studied
毒,,どく,"poison,toxicant",N3,Vocabulary,,,,,not studied,not studied
得意,,とくい,"pride,triumph,prosperity",N3,Vocabulary,,,,,not studied,not studied
読書,,どくしょ,reading,N3,Vocabulary,,,,,not studied,not studied
独身,,どくしん,"bachelorhood,single,unmarried,celibate",N3,Vocabulary,,,,,not studied,not studied
特徴,,とくちょう,"feature,characteristic",N3,Vocabulary,,,,,not studied,not studied
独特,,どくとく,"peculiarity,uniqueness,characteristic",N3,Vocabulary,,,,,not studied,not studied
独立,,どくりつ,"independence (e.g. Ind. Day),self-support",N3,Vocabulary,,,,,not studied,not studied
解ける,,とける,"to come untied,to come apart",N3,Vocabulary,,,,,not studied,not studied
,,どこか,"somewhere,anywhere",N3,Vocabulary,,,,,not studied,not studied
,,ところが,"however,while,even if",N3,Vocabulary,,,,,not studied,not studied
,,ところで,"by the way,even if,no matter what",N3,Vocabulary,,,,,not studied,not studied
登山,,とざん,mountain-climbing,N3,Vocabulary,,,,,not studied,not studied
都市,,とし,"town,city,municipal,urban",N3,Vocabulary,,,,,not studied,not studied
年月,,としつき,months and years,N3,Vocabulary,,,,,not studied,not studied
図書,,としょ,books,N3,Vocabulary,,,,,not studied,not studied
年寄,,としより,"old people,the aged",N3,Vocabulary,,,,,not studied,not studied
閉じる,,とじる,"to close (e.g. book, eyes),to shut",N3,Vocabulary,,,,,not studied,not studied
途端,,とたん,"just (now, at the moment, etc.)",N3,Vocabulary,,,,,not studied,not studied
土地,,とち,"plot of land,lot,soil",N3,Vocabulary,,,,,not studied,not studied
突然,,とつぜん,"abruptly,suddenly,unexpectedly,all at once",N3,Vocabulary,,,,,not studied,not studied
,,トップ,top,N3,Vocabulary,,,,,not studied,not studied
届く,,とどく,to reach,N3,Vocabulary,,,,,not studied,not studied
,,とにかく,"anyhow,at any rate,anyway,somehow or other,generally speaking,in any case",N3,Vocabulary,,,,,not studied,not studied
飛ばす,,とばす,"to skip over,to omit",N3,Vocabulary,,,,,not studied,not studied
飛び出す,,とびだす,"to jump out,to rush out,to fly out",N3,Vocabulary,,,,,not studied,not studied
留める,,とめる,"to fasten,to turn off,to detain",N3,Vocabulary,,,,,not studied,not studied
友,,とも,"friend,companion,pal",N3,Vocabulary,,,,,not studied,not studied
共に,,ともに,"sharing with,participate in",N3,Vocabulary,,,,,not studied,not studied
土曜,,どよう,Saturday,N3,Vocabulary,,,,,not studied,not studied
虎,,とら,tiger,N3,Vocabulary,,,,,not studied,not studied
,,ドライブ,"drive,trip by car,driving",N3,Vocabulary,,,,,not studied,not studied
,,トラック,"(1) truck,(2) (running) track",N3,Vocabulary,,,,,not studied,not studied
,,ドラマ,drama,N3,Vocabulary,,,,,not studied,not studied
,,トランプ,playing cards (lit: trump),N3,Vocabulary,,,,,not studied,not studied
取り上げる,,とりあげる,"to take up,to pick up,to disqualify,to confiscate,to deprive",N3,Vocabulary,,,,,not studied,not studied
努力,,どりょく,"great effort,exertion,endeavour,effort",N3,Vocabulary,,,,,not studied,not studied
どれ,,どれ,"well,now,let me see,which (of three or more)",N3,Vocabulary,,,,,not studied,not studied
,,ドレス,dress,N3,Vocabulary,,,,,not studied,not studied
取れる,,とれる,"to come off,to be taken off,to be removed",N3,Vocabulary,,,,,not studied,not studied
泥,,どろ,mud,N3,Vocabulary,,,,,not studied,not studied
とん,,（1000,ton,N3,Vocabulary,,,,,not studied,not studied
,,とんでもない,"unexpected,offensive,What a thing to say!,No way!",N3,Vocabulary,,,,,not studied,not studied
,,どんな,"what,what kind of",N3,Vocabulary,,,,,not studied,not studied
,,どんなに,"how,how much",N3,Vocabulary,,,,,not studied,not studied
,,トンネル,tunnel,N3,Vocabulary,,,,,not studied,not studied
名,,な,"name,reputation",N3,Vocabulary,,,,,not studied,not studied
内容,,ないよう,"subject,contents,matter,substance,detail,import",N3,Vocabulary,,,,,not studied,not studied
,,なお,"straight,mischief,ordinary,common",N3,Vocabulary,,,,,not studied,not studied
仲,,なか,"relation,relationship",N3,Vocabulary,,,,,not studied,not studied
流す,,ながす,"to drain,to float,to shed (blood, tears),to cruise (e.g. taxi)",N3,Vocabulary,,,,,not studied,not studied
,,なかなか,"very,considerably,easily",N3,Vocabulary,,,,,not studied,not studied
半ば,,なかば,"middle,half,semi,halfway,partly",N3,Vocabulary,,,,,not studied,not studied
仲間,,なかま,"company,fellow,colleague,associate",N3,Vocabulary,,,,,not studied,not studied
眺め,,ながめ,"scene,view,prospect,outlook",N3,Vocabulary,,,,,not studied,not studied
眺める,,ながめる,"to view,to gaze at",N3,Vocabulary,,,,,not studied,not studied
流れ,,ながれ,"stream,current",N3,Vocabulary,,,,,not studied,not studied
流れる,,ながれる,"to stream,to flow,to run (ink),to be washed away",N3,Vocabulary,,,,,not studied,not studied
無し,,なし,without,N3,Vocabulary,,,,,not studied,not studied
,,なぜなら,because,N3,Vocabulary,,,,,not studied,not studied
謎,,なぞ,"riddle,puzzle,enigma",N3,Vocabulary,,,,,not studied,not studied
納得,,なっとく,"consent,assent,understanding",N3,Vocabulary,,,,,not studied,not studied
等,,など,"et cetera,etc.,and the like",N3,Vocabulary,,,,,not studied,not studied
七,,なな,seven,N3,Vocabulary,,,,,not studied,not studied
何,,なに,what,N3,Vocabulary,,,,,not studied,not studied
何,,なん,what,N3,Vocabulary,,,,,not studied,not studied
何か,,なにか,something,N3,Vocabulary,,,,,not studied,not studied
,,なにも,nothing,N3,Vocabulary,,,,,not studied,not studied
鍋,,なべ,"saucepan,pot",N3,Vocabulary,,,,,not studied,not studied
生,,なま,"(1) draft (beer),(2) raw,unprocessed",N3,Vocabulary,,,,,not studied,not studied
怠ける,,なまける,"to be idle,to neglect",N3,Vocabulary,,,,,not studied,not studied
波,,なみ,wave,N3,Vocabulary,,,,,not studied,not studied
涙,,なみだ,tear,N3,Vocabulary,,,,,not studied,not studied
悩む,,なやむ,"to be worried,to be troubled",N3,Vocabulary,,,,,not studied,not studied
為る,,なる,"to change,to be of use,to reach to",N3,Vocabulary,,,,,not studied,not studied
成る,,なる,to become,N3,Vocabulary,,,,,not studied,not studied
縄,,なわ,"rope,hemp",N3,Vocabulary,,,,,not studied,not studied
何で,,なんで,"Why?,What for?",N3,Vocabulary,,,,,not studied,not studied
何でも,,なんでも,"by all means,everything",N3,Vocabulary,,,,,not studied,not studied
何とか,,なんとか,"somehow,anyhow,one way or another",N3,Vocabulary,,,,,not studied,not studied
似合う,,にあう,"to suit,to match,to become,to be like",N3,Vocabulary,,,,,not studied,not studied
匂い,,におい,"odour,scent,smell,stench",N3,Vocabulary,,,,,not studied,not studied
苦手,,にがて,"poor (at),weak (in),dislike (of)",N3,Vocabulary,,,,,not studied,not studied
握る,,にぎる,"to grasp,to seize,to mould sushi",N3,Vocabulary,,,,,not studied,not studied
日,,にち,"sun,sunshine,day",N3,Vocabulary,,,,,not studied,not studied
日常,,にちじょう,"ordinary,regular,everyday,usual",N3,Vocabulary,,,,,not studied,not studied
日曜,,にちよう,Sunday,N3,Vocabulary,,,,,not studied,not studied
日光,,にっこう,sunlight,N3,Vocabulary,,,,,not studied,not studied
日中,,にっちゅう,"daytime,broad daylight",N3,Vocabulary,,,,,not studied,not studied
,,にっこり,"smile sweetly,smile,grin",N3,Vocabulary,,,,,not studied,not studied
日本,,にっぽん,Japan,N3,Vocabulary,,,,,not studied,not studied
日本,,にほん,Japan,N3,Vocabulary,,,,,not studied,not studied
入院,,にゅういん,hospitalization,N3,Vocabulary,,,,,not studied,not studied
入学,,にゅうがく,"entry to school or university,matriculation",N3,Vocabulary,,,,,not studied,not studied
入場,,にゅうじょう,"entrance,admission,entering",N3,Vocabulary,,,,,not studied,not studied
人気,,にんき,sign of life,N3,Vocabulary,,,,,not studied,not studied
人間,,にんげん,"human being,man,person",N3,Vocabulary,,,,,not studied,not studied
抜く,,ぬく,"to extract,to omit,to surpass,to draw out,to unplug",N3,Vocabulary,,,,,not studied,not studied
抜ける,,ぬける,"to come out,to fall out,to be omitted",N3,Vocabulary,,,,,not studied,not studied
布,,ぬの,cloth,N3,Vocabulary,,,,,not studied,not studied
濡れる,,ぬれる,to get wet,N3,Vocabulary,,,,,not studied,not studied
ね,,（感）,"value,price,cost,worth,merit",N3,Vocabulary,,,,,not studied,not studied
根,,ね,root,N3,Vocabulary,,,,,not studied,not studied
値,,ね,"value,price,cost",N3,Vocabulary,,,,,not studied,not studied
願い,,ねがい,"desire,wish,request",N3,Vocabulary,,,,,not studied,not studied
願う,,ねがう,"to desire,to wish,to request",N3,Vocabulary,,,,,not studied,not studied
鼠,,ねずみ,"(1) mouse,rat,(2) dark gray,slate color",N3,Vocabulary,,,,,not studied,not studied
値段,,ねだん,"price,cost",N3,Vocabulary,,,,,not studied,not studied
熱心,,ねっしん,"zeal,enthusiasm",N3,Vocabulary,,,,,not studied,not studied
熱帯,,ねったい,tropics,N3,Vocabulary,,,,,not studied,not studied
熱中,,ねっちゅう,"nuts!,enthusiasm,zeal,mania",N3,Vocabulary,,,,,not studied,not studied
年間,,ねんかん,year,N3,Vocabulary,,,,,not studied,not studied
年月,,ねんげつ,months and years,N3,Vocabulary,,,,,not studied,not studied
年中,,ねんじゅう,"whole year,always,everyday",N3,Vocabulary,,,,,not studied,not studied
年代,,ねんだい,"age,era,period,date",N3,Vocabulary,,,,,not studied,not studied
年齢,,ねんれい,"age,years",N3,Vocabulary,,,,,not studied,not studied
野,,の,field,N3,Vocabulary,,,,,not studied,not studied
能,,のう,"being skilled in,nicely,properly",N3,Vocabulary,,,,,not studied,not studied
農家,,のうか,"farmer,farm family",N3,Vocabulary,,,,,not studied,not studied
農業,,のうぎょう,agriculture,N3,Vocabulary,,,,,not studied,not studied
農民,,のうみん,"farmers,peasants",N3,Vocabulary,,,,,not studied,not studied
能力,,のうりょく,"ability,faculty",N3,Vocabulary,,,,,not studied,not studied
ノー,,（no）,,N3,Vocabulary,,,,,not studied,not studied
軒,,のき,eaves,N3,Vocabulary,,,,,not studied,not studied
残す,,のこす,"to leave (behind, over),to bequeath,to save,to reserve",N3,Vocabulary,,,,,not studied,not studied
残り,,のこり,"remnant,residue,remaining,left-over",N3,Vocabulary,,,,,not studied,not studied
乗せる,,のせる,"to place on (something),to take on board,to give a ride",N3,Vocabulary,,,,,not studied,not studied
除く,,のぞく,"to remove,to exclude,to except",N3,Vocabulary,,,,,not studied,not studied
望み,,のぞみ,"wish,desire,(a) hope",N3,Vocabulary,,,,,not studied,not studied
望む,,のぞむ,"to desire,to wish for,to see,to command (a view of)",N3,Vocabulary,,,,,not studied,not studied
後,,のち,"afterwards,since then,in the future",N3,Vocabulary,,,,,not studied,not studied
,,ノック,"(1) knock,(2) fungo (baseball)",N3,Vocabulary,,,,,not studied,not studied
喉,,のど,throat,N3,Vocabulary,,,,,not studied,not studied
伸ばす,,のばす,"to lengthen,to stretch,to reach out,to grow (beard)",N3,Vocabulary,,,,,not studied,not studied
伸びる,,のびる,"to stretch,to extend,to make progress,to grow (beard, body height)",N3,Vocabulary,,,,,not studied,not studied
述べる,,のべる,"to state,to express,to mention",N3,Vocabulary,,,,,not studied,not studied
昇る,,のぼる,"to arise,to ascend,to go up",N3,Vocabulary,,,,,not studied,not studied
,,のんびり,"carefree,at leisure",N3,Vocabulary,,,,,not studied,not studied
場,,ば,"place,field (physics)",N3,Vocabulary,,,,,not studied,not studied
はあ,,（感）,,N3,Vocabulary,,,,,not studied,not studied
,,パーセント,percent,N3,Vocabulary,,,,,not studied,not studied
はい,,（感）,"wear,put on (sword)",N3,Vocabulary,,,,,not studied,not studied
灰,,はい,ash,N3,Vocabulary,,,,,not studied,not studied
梅雨,,ばいう,"rainy season,rain during the rainy season",N3,Vocabulary,,,,,not studied,not studied
,,バイオリン,violin,N3,Vocabulary,,,,,not studied,not studied
,,ハイキング,hiking,N3,Vocabulary,,,,,not studied,not studied
配達,,はいたつ,"delivery,distribution",N3,Vocabulary,,,,,not studied,not studied
,,パイプ,"(1) pipe,tube,(2) channels, official or otherwise",N3,Vocabulary,,,,,not studied,not studied
俳優,,はいゆう,"actor,actress,player,performer",N3,Vocabulary,,,,,not studied,not studied
,,パイロット,pilot,N3,Vocabulary,,,,,not studied,not studied
墓,,はか,"grave,tomb",N3,Vocabulary,,,,,not studied,not studied
馬鹿,,ばか,"fool,idiot,trivial matter,folly",N3,Vocabulary,,,,,not studied,not studied
博士,,はかせ,"doctorate,PhD",N3,Vocabulary,,,,,not studied,not studied
計る,,はかる,"to measure,to weigh,to survey",N3,Vocabulary,,,,,not studied,not studied
履く,,はく,"to wear,to put on (lower body)",N3,Vocabulary,,,,,not studied,not studied
吐く,,はく,"(1) to breathe,(2) to tell (lies),(3) to vomit,to disgorge",N3,Vocabulary,,,,,not studied,not studied
拍手,,はくしゅ,"clapping hands,applause",N3,Vocabulary,,,,,not studied,not studied
莫大,,ばくだい,"enormous,vast",N3,Vocabulary,,,,,not studied,not studied
爆発,,ばくはつ,"explosion,detonation,eruption",N3,Vocabulary,,,,,not studied,not studied
博物館,,はくぶつかん,museum,N3,Vocabulary,,,,,not studied,not studied
激しい,,はげしい,"violent,vehement,intense",N3,Vocabulary,,,,,not studied,not studied
,,はさみ,scissors,N3,Vocabulary,,,,,not studied,not studied
破産,,はさん,(personal) bankruptcy,N3,Vocabulary,,,,,not studied,not studied
端,,はし,"end (e.g. of street),edge,tip,margin,point",N3,Vocabulary,,,,,not studied,not studied
始まり,,はじまり,"origin,beginning",N3,Vocabulary,,,,,not studied,not studied
,,パス,"path,pass (in games)",N3,Vocabulary,,,,,not studied,not studied
外す,,はずす,"to unfasten,to remove",N3,Vocabulary,,,,,not studied,not studied
,,パスポート,passport,N3,Vocabulary,,,,,not studied,not studied
旗,,はた,flag,N3,Vocabulary,,,,,not studied,not studied
肌,,はだ,skin,N3,Vocabulary,,,,,not studied,not studied
裸,,はだか,"naked,nude",N3,Vocabulary,,,,,not studied,not studied
畑,,はたけ,field,N3,Vocabulary,,,,,not studied,not studied
二十,,はたち,"20 years old,20th year",N3,Vocabulary,,,,,not studied,not studied
働き,,はたらき,"work,labor",N3,Vocabulary,,,,,not studied,not studied
,,バッグ,"bag,bug",N3,Vocabulary,,,,,not studied,not studied
発見,,はっけん,"discovery,detection,finding",N3,Vocabulary,,,,,not studied,not studied
発行,,はっこう,issue (publications),N3,Vocabulary,,,,,not studied,not studied
発車,,はっしゃ,departure of a vehicle,N3,Vocabulary,,,,,not studied,not studied
罰する,,ばっする,"to punish,to penalize",N3,Vocabulary,,,,,not studied,not studied
発達,,はったつ,"development,growth",N3,Vocabulary,,,,,not studied,not studied
,,ばったり,"with a clash (thud),with a bang,plump,flop",N3,Vocabulary,,,,,not studied,not studied
発展,,はってん,"development,growth",N3,Vocabulary,,,,,not studied,not studied
発表,,はっぴょう,"announcement,publication",N3,Vocabulary,,,,,not studied,not studied
発明,,はつめい,invention,N3,Vocabulary,,,,,not studied,not studied
話し合う,,はなしあう,"to discuss,to talk together",N3,Vocabulary,,,,,not studied,not studied
離す,,はなす,"to part,divide,separate",N3,Vocabulary,,,,,not studied,not studied
放す,,はなす,"to separate,to set free",N3,Vocabulary,,,,,not studied,not studied
離れる,,はなれる,"to be separated from,to leave,to go away,to be a long way off",N3,Vocabulary,,,,,not studied,not studied
羽,,はね,"counter for birds,counter for rabbits",N3,Vocabulary,,,,,not studied,not studied
幅,,はば,"width,breadth",N3,Vocabulary,,,,,not studied,not studied
母親,,ははおや,mother,N3,Vocabulary,,,,,not studied,not studied
省く,,はぶく,"to omit,to eliminate,to curtail,to economize",N3,Vocabulary,,,,,not studied,not studied
場面,,ばめん,"scene,setting (e.g. of novel)",N3,Vocabulary,,,,,not studied,not studied
腹,,はら,"abdomen,belly,stomach",N3,Vocabulary,,,,,not studied,not studied
原,,はら,"field,plain,prairie,tundra,moor,wilderness",N3,Vocabulary,,,,,not studied,not studied
針,,はり,"needle,hand (e.g. clock)",N3,Vocabulary,,,,,not studied,not studied
張る,,はる,"to stick,to paste",N3,Vocabulary,,,,,not studied,not studied
番,,ばん,,N3,Vocabulary,,,,,not studied,not studied
,,バン,"bun,van (caravan),VAN (value-added network)",N3,Vocabulary,,,,,not studied,not studied
範囲,,はんい,"extent,scope,sphere,range",N3,Vocabulary,,,,,not studied,not studied
反抗,,はんこう,"opposition,resistance",N3,Vocabulary,,,,,not studied,not studied
犯罪,,はんざい,crime,N3,Vocabulary,,,,,not studied,not studied
,,ハンサム,handsome,N3,Vocabulary,,,,,not studied,not studied
判断,,はんだん,"judgement,decision",N3,Vocabulary,,,,,not studied,not studied
犯人,,はんにん,"offender,criminal",N3,Vocabulary,,,,,not studied,not studied
販売,,はんばい,"sale,selling,marketing",N3,Vocabulary,,,,,not studied,not studied
灯,,ひ,light,N3,Vocabulary,,,,,not studied,not studied
,,ビール,beer,N3,Vocabulary,,,,,not studied,not studied
被害,,ひがい,damage,N3,Vocabulary,,,,,not studied,not studied
比較,,ひかく,comparison,N3,Vocabulary,,,,,not studied,not studied
轢く,,ひく,"to run somebody over (with vehicle),to knock someone down",N3,Vocabulary,,,,,not studied,not studied
,,ピクニック,picnic,N3,Vocabulary,,,,,not studied,not studied
悲劇,,ひげき,tragedy,N3,Vocabulary,,,,,not studied,not studied
飛行,,ひこう,aviation,N3,Vocabulary,,,,,not studied,not studied
膝,,ひざ,"knee,lap",N3,Vocabulary,,,,,not studied,not studied
非常,,ひじょう,"emergency,extraordinary,unusual",N3,Vocabulary,,,,,not studied,not studied
美人,,びじん,beautiful person (woman),N3,Vocabulary,,,,,not studied,not studied
額,,ひたい,"forehead,brow",N3,Vocabulary,,,,,not studied,not studied
,,びっくり,"be surprised,be amazed,be frightened,astonishment",N3,Vocabulary,,,,,not studied,not studied
日付,,ひづけ,"date,dating",N3,Vocabulary,,,,,not studied,not studied
必死,,ひっし,"inevitable death,desperation,frantic,inevitable result",N3,Vocabulary,,,,,not studied,not studied
,,ぴったり,"exactly,neatly,sharp",N3,Vocabulary,,,,,not studied,not studied
引っ張る,,ひっぱる,"(1) to pull,to draw,to stretch,to drag,(2) to pull the ball (baseball)",N3,Vocabulary,,,,,not studied,not studied
否定,,ひてい,"negation,denial,repudiation",N3,Vocabulary,,,,,not studied,not studied
,,ビデオ,video,N3,Vocabulary,,,,,not studied,not studied
一言,,ひとこと,single word,N3,Vocabulary,,,,,not studied,not studied
人込み,,ひとごみ,crowd of people,N3,Vocabulary,,,,,not studied,not studied
等しい,,ひとしい,equal,N3,Vocabulary,,,,,not studied,not studied
独り,,ひとり,"alone,unmarried",N3,Vocabulary,,,,,not studied,not studied
一人一人,,ひとりひとり,"one by one,each,one at a time",N3,Vocabulary,,,,,not studied,not studied
批判,,ひはん,"criticism,judgement,comment",N3,Vocabulary,,,,,not studied,not studied
批評,,ひひょう,"criticism,review,commentary",N3,Vocabulary,,,,,not studied,not studied
秘密,,ひみつ,"secret,secrecy",N3,Vocabulary,,,,,not studied,not studied
微妙,,びみょう,"delicate,subtle",N3,Vocabulary,,,,,not studied,not studied
紐,,ひも,"(1) string,cord,(2) pimp",N3,Vocabulary,,,,,not studied,not studied
費用,,ひよう,"cost,expense",N3,Vocabulary,,,,,not studied,not studied
表,,ひょう,"table (e.g. Tab 1),chart,list",N3,Vocabulary,,,,,not studied,not studied
秒,,びょう,second (60th min),N3,Vocabulary,,,,,not studied,not studied
評価,,ひょうか,"valuation,estimation,assessment,evaluation",N3,Vocabulary,,,,,not studied,not studied
表現,,ひょうげん,"expression,presentation,representation (math)",N3,Vocabulary,,,,,not studied,not studied
表情,,ひょうじょう,facial expression,N3,Vocabulary,,,,,not studied,not studied
平等,,びょうどう,"equality (a),impartiality,evenness",N3,Vocabulary,,,,,not studied,not studied
評判,,ひょうばん,"fame,reputation,popularity,arrant",N3,Vocabulary,,,,,not studied,not studied
表面,,ひょうめん,"surface,outside,face,appearance",N3,Vocabulary,,,,,not studied,not studied
広がる,,ひろがる,"to spread (out),to extend,to stretch,to reach to,to get around",N3,Vocabulary,,,,,not studied,not studied
品,,ひん,"thing,article,goods,dignity,article (goods),counter for meal courses",N3,Vocabulary,,,,,not studied,not studied
瓶,,びん,bottle,N3,Vocabulary,,,,,not studied,not studied
便,,びん,"way,means",N3,Vocabulary,,,,,not studied,not studied
,,ピン,pin,N3,Vocabulary,,,,,not studied,not studied
不,,ふ,"un,non,negative prefix",N3,Vocabulary,,,,,not studied,not studied
不,,ぶ,"un,non,negative prefix",N3,Vocabulary,,,,,not studied,not studied
無,,ぶ,"nothing,naught,nil,zero",N3,Vocabulary,,,,,not studied,not studied
分,,ぶ,"dividing,part",N3,Vocabulary,,,,,not studied,not studied
不安,,ふあん,"anxiety,uneasiness,insecurity,suspense",N3,Vocabulary,,,,,not studied,not studied
風景,,ふうけい,scenery,N3,Vocabulary,,,,,not studied,not studied
夫婦,,ふうふ,"married couple,husband and wife",N3,Vocabulary,,,,,not studied,not studied
笛,,ふえ,"flute,pipe",N3,Vocabulary,,,,,not studied,not studied
不可,,ふか,"wrong,bad,improper,unjustifiable,inadvisable",N3,Vocabulary,,,,,not studied,not studied
武器,,ぶき,"weapon,arms,ordinance",N3,Vocabulary,,,,,not studied,not studied
服装,,ふくそう,garments,N3,Vocabulary,,,,,not studied,not studied
含む,,ふくむ,"to hold in the mouth,to bear in mind",N3,Vocabulary,,,,,not studied,not studied
袋,,ふくろ,"bag,sack",N3,Vocabulary,,,,,not studied,not studied
不幸,,ふこう,"unhappiness,sorrow,misfortune,disaster,accident,death",N3,Vocabulary,,,,,not studied,not studied
節,,ふし,"tune,tone,knot,knob,point",N3,Vocabulary,,,,,not studied,not studied
無事,,ぶじ,"safety,peace,quietness",N3,Vocabulary,,,,,not studied,not studied
不思議,,ふしぎ,"mystery,curiosity",N3,Vocabulary,,,,,not studied,not studied
不自由,,ふじゆう,"discomfort,disability,inconvenience,destitution",N3,Vocabulary,,,,,not studied,not studied
夫人,,ふじん,"wife,Mrs,madam",N3,Vocabulary,,,,,not studied,not studied
婦人,,ふじん,"woman,female",N3,Vocabulary,,,,,not studied,not studied
不正,,ふせい,"injustice,unfairness",N3,Vocabulary,,,,,not studied,not studied
防ぐ,,ふせぐ,"to defend (against),to protect,to prevent",N3,Vocabulary,,,,,not studied,not studied
不足,,ふそく,"insufficiency,shortage,deficiency,lack,dearth",N3,Vocabulary,,,,,not studied,not studied
舞台,,ぶたい,stage (theatre),N3,Vocabulary,,,,,not studied,not studied
双子,,ふたご,"twins,a twin",N3,Vocabulary,,,,,not studied,not studied
再び,,ふたたび,"again,once more,a second time",N3,Vocabulary,,,,,not studied,not studied
普段,,ふだん,"usually,habitually,ordinarily,always",N3,Vocabulary,,,,,not studied,not studied
縁,,ふち,"a means, e.g. of living",N3,Vocabulary,,,,,not studied,not studied
打つ,,ぶつ,"to hit,to strike",N3,Vocabulary,,,,,not studied,not studied
物価,,ぶっか,"prices of commodities,prices (in general)",N3,Vocabulary,,,,,not studied,not studied
物質,,ぶっしつ,"material,substance",N3,Vocabulary,,,,,not studied,not studied
物理,,ぶつり,physics,N3,Vocabulary,,,,,not studied,not studied
筆,,ふで,writing brush,N3,Vocabulary,,,,,not studied,not studied
ふと,,（副）,"suddenly,casually,accidentally,incidentally,unexpectedly,unintentionally",N3,Vocabulary,,,,,not studied,not studied
船,,ふね,"ship,boat,watercraft,shipping,vessel,steamship",N3,Vocabulary,,,,,not studied,not studied
部分,,ぶぶん,"portion,section,part",N3,Vocabulary,,,,,not studied,not studied
不平,,ふへい,"complaint,discontent,dissatisfaction",N3,Vocabulary,,,,,not studied,not studied
不満,,ふまん,"dissatisfaction,displeasure,discontent,complaints,unhappiness",N3,Vocabulary,,,,,not studied,not studied
,,プラス,plus,N3,Vocabulary,,,,,not studied,not studied
,,プラン,plan,N3,Vocabulary,,,,,not studied,not studied
不利,,ふり,"disadvantage,handicap,unfavorable,drawback",N3,Vocabulary,,,,,not studied,not studied
振る,,ふる,"(1) to wave,to shake,to swing,(2) to sprinkle,(3) to cast (actor),to allocate (work)",N3,Vocabulary,,,,,not studied,not studied
震える,,ふるえる,"to shiver,to shake,to quake",N3,Vocabulary,,,,,not studied,not studied
,,ブレーキ,a brake,N3,Vocabulary,,,,,not studied,not studied
触れる,,ふれる,"to touch,to be touched,to touch on a subject,to feel,to violate (law, copyright, etc.),to perceive,t",N3,Vocabulary,,,,,not studied,not studied
風呂,,ふろ,bath,N3,Vocabulary,,,,,not studied,not studied
,,プロ,professional,N3,Vocabulary,,,,,not studied,not studied
分,,ぶん,"dividing,part,segment",N3,Vocabulary,,,,,not studied,not studied
文,,ぶん,sentence,N3,Vocabulary,,,,,not studied,not studied
雰囲気,,ふんいき,"atmosphere (e.g. musical),mood,ambience",N3,Vocabulary,,,,,not studied,not studied
分析,,ぶんせき,analysis,N3,Vocabulary,,,,,not studied,not studied
文明,,ぶんめい,"civilization,culture",N3,Vocabulary,,,,,not studied,not studied
分野,,ぶんや,"field,sphere,realm,division,branch",N3,Vocabulary,,,,,not studied,not studied
塀,,へい,"wall,fence",N3,Vocabulary,,,,,not studied,not studied
平均,,へいきん,"equilibrium,balance,average,mean",N3,Vocabulary,,,,,not studied,not studied
平和,,へいわ,"peace,harmony",N3,Vocabulary,,,,,not studied,not studied
別に,,べつに,"(not) particularly,nothing",N3,Vocabulary,,,,,not studied,not studied
減らす,,へらす,"to abate,to decrease,to diminish,to shorten",N3,Vocabulary,,,,,not studied,not studied
減る,,へる,"to decrease (in size or number),to diminish,to abate",N3,Vocabulary,,,,,not studied,not studied
,,ベルト,Belt for western clothes,N3,Vocabulary,,,,,not studied,not studied
変化,,へんか,"goblin,ghost,apparition,bugbear",N3,Vocabulary,,,,,not studied,not studied
,,ペンキ,(n) paint (nl: pek),N3,Vocabulary,,,,,not studied,not studied
勉強,,べんきょう,"study,diligence,discount,reduction",N3,Vocabulary,,,,,not studied,not studied
変更,,へんこう,"change,modification,alteration",N3,Vocabulary,,,,,not studied,not studied
